C0 (18 objects)	C1 (11 objects)	C2 (22 objects)
854943	853993	852293
855420	854117	855269
850456	855972	856063
853833	852432	855600
851115	856529	851195
853497	851763	851419,851336
853968	852973	854518
854903	854127	856226
855804	851334	856687
856601	854889	852146
851098	851369,855512	854515
856911		850745
856609		851319
854699		851499
856013		851530
854229		856553
852853		854717
855552		853317
		855591
		856017
		855875
		853364
