OGs	saccharomyces_cerevisiae	schizosaccharomyces_pombe	time0	time1	time2	time3	time4	time5
113648	854677	2541317	-0.0163812159002	-0.570977500222	-0.816635713352	-1.12817020492	1.7799527204	0.752211913996
113660	854933	2541088	1.48374844429	0.281624957784	-0.52363586271	0.615197478586	-0.109195987319	-1.74773903063
1148	853344	2541881	0.576449217937	-0.712949050073	1.44028760089	-1.61715701059	0.615315540118	-0.30194629828
115	855866	2539345	-1.28250621248	-0.917696110835	1.5456841438	-0.267579284873	-0.0989252181424	1.02102268253
115477	852775	2539548,2541130	1.65820693689	0.165927504665	0.516374579255	-0.129428705274	-0.60805385597	-1.60302645956
115598	851516	2539270	1.5595103026	0.80510502171	-0.0352936728732	-0.432578469151	-0.265529590748	-1.63121359154
115690	851822	2539192	1.85503218315	0.540738628714	-0.0161207916256	-0.790418367236	-0.359525240394	-1.22970641261
115716	852170	3361381	0.17168045604	-1.74076063452	0.879751823046	-0.828165089583	0.353121051013	1.164372394
115735	854527	2539723	0.0369615066547	-0.299590844874	-1.89556422043	0.0107670273738	1.14399546977	1.00343106151
1158	856201	2542339	1.03089035283	0.999774872298	-1.23079774973	-1.46598073316	0.494145483791	0.171967773974
1159	850691	2539194	-1.82964539712	-0.457032529347	-0.253357082963	1.22384283548	0.570469118862	0.745723055092
115908	852241	2542937	-1.32189435853	-0.142634528637	-1.26682004316	0.906411570795	0.64729179955	1.17764555998
11599	855558	2539293	0.235469490016	-0.71901201322	-1.69115684448	1.16619549052	-0.0869385612821	1.09544243845
1160	856169	2540343	1.91274435932	0.496446339667	-0.0647658039877	-0.557412651492	-0.590735420484	-1.19627682302
116010	852231	2543316	0.450297061629	-1.00370716521	-1.47929327153	-0.191720493301	1.32517716477	0.899246703641
1161	853161	2540071	-0.535159820033	-0.465180428431	-1.66794175025	1.08040517946	1.17290391295	0.414972906305
116536	854088	2542607	-0.334221073437	0.361720324758	1.6047349002	-0.26776130279	-1.72619317349	0.361720324758
116779	855400	2540319	-0.741586990039	-0.0660790704241	-1.65636273237	1.43204903542	0.759802554508	0.272177202909
116874	856078	2543678	-1.11687508433	-0.327503658158	0.77598411162	-0.582834349763	-0.582834349763	1.83406333039
117682	855919	2539918	-1.3106327124	-0.0519298390914	-1.29532747912	1.0503942267	0.482560654738	1.12493514917
117725	852275	2540219	-0.639030799715	-0.036330798459	0.396572358225	-1.34229322276	-0.265875231608	1.88695769432
117737	852443	2542620	-0.00127353852516	1.39187615772	-0.724443320462	0.267291296148	0.764280667525	-1.69773126241
117751	850409	2543107	1.91513935669	-0.109346267696	0.601766881797	-0.80737246283	-0.686052239399	-0.914135268566
117752	855783	2543432	1.65877430877	0.161687538839	0.834432905577	-0.807283250672	-0.634404404069	-1.21320709845
117754	851364	2543609	1.49637544724	-0.567889194532	-0.669300878795	-0.772890743142	1.32012405478	-0.806418685557
117757	851387	2542253	-0.430756229266	-0.51022899316	-1.74663298681	0.71225368471	0.837597550995	1.13776697353
117767	851545	2541165	-1.07344654981	-1.07344654981	-0.0471120059178	0.623868212749	-0.232607580233	1.80274447303
117777	851932	2539613	-0.00793994705036	-0.626082583919	-1.67679336138	0.927058942379	1.39169689702	-0.00793994705036
117780	852081	2542501	0.171009316264	0.28885169301	1.94335201163	-0.982619127317	-0.44941419777	-0.971179695817
117784	856691	2540746	2.06690529716	0.137387253298	-0.743401774707	-0.0254577238909	-0.968214946756	-0.467218105104
117788	856775	2541179	-1.01706336626	0.492400194878	-1.61293962663	0.972974305533	0.0839714144767	1.08065707801
117811	853009	2540192	0.845917528498	-0.208540654859	1.59841398294	-0.455859053394	-0.221340079163	-1.55859172402
117832	854696	2542951	1.32746443475	0.563716030044	-1.94893845348	0.283680749999	-0.20157853904	-0.0243442222759
117843	853374	2541183	-0.6384130359	-0.419762214313	-1.58022750308	1.30567811566	1.07024144427	0.262483193361
117845	853421	2539343	0.12750242807	-1.27622655369	-1.11124285272	0.0305924594814	1.67777560308	0.551598915789
117847	853494	2541379	1.4221165055	-0.0058507871124	1.15569683729	-0.484993237508	-0.705123664404	-1.38184565376
117854	853714	2541634	-0.789173307004	-0.113267190458	-1.72348223172	0.867227667324	0.660947617093	1.09774744477
117859	853834	2539480	0.363629261544	-0.774516333545	-1.70916025673	1.42556063804	0.155813969957	0.538672720732
117866	853964	2542205	0.883279684157	0.304845070603	1.58466938766	-0.886541277673	-1.10246732856	-0.783785536191
117870	850786	2539142	2.00307601065	-0.465390048707	-1.01453250585	-0.216621388989	0.415907319852	-0.722439386954
117877	851137	2539263	-1.53865246732	-0.630709625503	-0.686735374214	0.884476913252	0.849418809431	1.12220174435
117883	854895	2541048	-0.606804123764	-0.162760740489	-1.83058169806	0.887861315012	0.853879362117	0.858405885185
117886	854943	2539411	1.62721678186	0.50626029465	0.600781192941	-0.638760761375	-0.791469800899	-1.30402770718
117890	855168	2541503	0.463320526801	-0.693583393231	-1.41204448572	1.39284071045	0.943050034932	-0.693583393231
117891	855241	2541120	-0.509541414926	-0.9703835197	-1.36228697643	0.937202322809	1.30607134055	0.598938247696
117898	855436	2541290	1.27006858784	1.20212317707	0.390013984578	-0.980489042704	-0.770671550102	-1.11104515668
117921	854428	2540961	1.06812948042	1.06812948042	0.793518558083	-0.714733136605	-1.35699449395	-0.858049888369
117929	856065	2541900	1.45530505883	0.407078175771	0.946211170845	-0.648934592324	-0.895605036627	-1.2640547765
117933	856135	2538746	-1.08699588146	-1.55766186589	0.834710387145	0.0473183933444	0.617005415201	1.14562355166
117936	856222	2541506	1.90048447558	0.151921921511	-0.458720136446	-0.966722529326	0.40190618126	-1.02886991258
11852	854732	2540550	-1.88866394634	0.478798865184	0.264202390077	1.25057290732	-0.583709081425	0.478798865184
12	851073	2539985	-1.32248974858	0.0510257448098	-0.847980885493	1.8200909109	0.442771112268	-0.143417133903
12005	853322	2543174	-0.545459210241	0.673159486978	1.80995432241	-0.345319545151	-1.33763998958	-0.254695064416
12070	853962	2541915	1.52205710313	0.789804976325	0.0271244870936	-0.823306976075	0.0271244870936	-1.54280407756
1213	854513	2542031	0.465795013902	-0.038147405015	-1.18705186568	1.91489785207	-0.715716251646	-0.439777343634
121491	856925	2541579	-1.45795961225	-0.659078113898	1.33185099259	0.0719388988046	-0.482007795683	1.19525563044
121574	855898	2539781	0.295966197279	0.0214561329344	1.25248528704	0.130698315096	0.349720352774	-2.05032628512
121664	856187	3361433	1.81897712335	0.539381093374	-0.348612550235	-0.723986780496	0.0383381198472	-1.32409700584
121727	855395	2543342	0.579457666626	0.386604401991	1.70721108646	-0.73871193929	-1.26996631713	-0.664594898654
121860	853710	2543612	-1.64456499417	-0.883767871743	1.36919376238	0.216119493145	0.19918817385	0.743831436536
12196	850549	2540598	-1.46392936529	-0.323147363516	-1.01720650694	0.744825506998	0.884247915409	1.17520981334
122138	856533	2541067	-0.339315875603	-0.00762620063396	2.13205216237	-0.299650026477	-0.472476240041	-1.01298381961
122155	852172	2541611	1.64654832661	0.557865037397	0.546198534278	-1.10611555811	-0.594589835034	-1.04990650514
122159	851660	2541297	-0.911505835787	0.0690161540174	-1.69298817161	0.867905747016	0.55582366191	1.11174844446
122162	852001	2539570	1.66436417538	-0.205779676692	1.0218077335	-0.608857488857	-1.03927336824	-0.832261375093
122170	855420	2541486	1.23785484906	0.264210799183	1.25625216162	-0.852385223628	-0.580885353285	-1.32504723295
122202	856722	2538741	1.46954795388	1.31916081888	-0.625103560457	-0.40770608146	-0.906880138724	-0.849018992126
122248	850612	2538953	-0.809822815331	0.0348104877492	2.04865832868	-0.437273435376	-0.968189327583	0.131816761859
1227	851812	2542704	-1.6808702373	-0.0329473333685	-0.874831176532	1.09361884788	0.965116359079	0.529913540249
12327	852391	2542924	-0.995921619188	-0.834103736037	-1.13676746974	1.13457332054	0.751185482003	1.08103402243
1235	854105	2541338	-1.71931850797	-0.730119469979	0.114458590083	1.42872561866	0.604559738282	0.301694030918
123861	856600	2540432	-0.745786012051	1.67091123221	0.303090772934	0.370349959435	-1.55596296705	-0.042602985476
123869	854026	2541706,2539870	1.85230936047	0.69523058742	-0.0955130983147	-0.6162949174	-0.994372249628	-0.841359682552
123916	850392	2540853	1.43444417614	1.19143758349	-0.725760451366	-0.588459359253	-0.0274977803882	-1.28416416863
123934	851342	2541660	0.145158286551	0.284829221132	1.81411995439	-0.89260532914	-1.34535800208	-0.00614413086157
123971	851114	2538841	-1.25994967586	-1.23644738354	0.000518715982047	0.0983588095821	1.19875976692	1.19875976692
123986	850930	2543027	-1.5420380924	1.02691081416	1.22838440528	0.512352003016	-0.462669610129	-0.762939519934
124023	853870	2542724	-2.13544786883	0.438980487264	1.0231538903	0.0910054006995	0.185108515062	0.397199575508
124435	853131	2542812	-1.00963168185	-0.264478709962	-1.39184674233	1.26888029035	1.13870230039	0.258374543398
124443	851076	2540612	-0.40149693828	-0.901449877689	-1.40364613068	0.403259556701	1.49856382936	0.804769560588
124444	854867	2538748	1.65706726522	0.516680378739	-0.069251417532	0.261836490065	-1.42196553731	-0.944367179181
124448	855747	2540279	0.755242630657	0.615166089317	1.46363978634	-0.691829244188	-1.33164603987	-0.810573222256
124449	855761	2538966,2542390	-0.14972423759	0.115876872196	1.78698465928	-0.779840938182	-1.40562484888	0.432328493172
1256	854261	2539937	1.81462670292	0.810974125116	-0.422312141804	-0.6593853933	-0.422312141804	-1.12159115113
126	852306	2541407	0.783989147485	-0.0357867571234	1.65428495008	-0.45359244549	-0.45359244549	-1.49530244946
1273	853585	2541927	-1.32662539305	-0.00809811688162	1.45363623376	-0.719460789091	-0.545003546191	1.14555161146
1279	852424	2543408	-1.61844911911	0.135598661204	1.75775754855	0.0110129458197	-0.483200693243	0.197280656784
1281	853782	2543469	-1.92738324213	1.02504064469	-0.278483283471	0.528141084336	0.902970895988	-0.250286099408
128182	851636	2542108	1.18013574018	1.18013574018	0.55428390126	-0.746745584401	-1.08390489861	-1.08390489861
1282	854509	2543000	-0.0569621700653	0.334042990518	1.49325144736	-0.331543864558	-1.83974980094	0.40096139769
128202	850444	2542084	-0.532545196776	-0.75807860979	-1.51396677078	0.721744236802	1.32389252191	0.758953818633
1283	851892	2539241	-1.57474298203	-0.148726347206	-0.931170885265	0.474792739124	0.968083384055	1.21176409132
128432	851620	2538729	-1.25871856066	-0.913934363064	-0.78568537193	1.16084094313	0.898748676259	0.898748676259
128489	855532	2539426	0.347105152753	0.971871579269	1.36890448179	-0.351982391424	-0.844699579018	-1.49119924337
128490	856121	3361393	0.607701432817	-0.690984872109	-1.58555845062	0.581874312882	1.46812325933	-0.381155682304
128491	854855	2540222	-1.66154668698	-0.86281375013	-0.171323652084	0.729603666239	0.997281370727	0.968799052232
128665	854179	2539379	1.01240360558	0.452525640301	1.36625909886	-1.22532988177	-0.56547235292	-1.04038611005
129115	850676	2541738	-1.48587733708	1.12822184939	-0.255834216037	-0.749442342943	1.3755038985	-0.0125718518284
129218	853922	2539538	-1.52345612676	-0.732382289125	1.22491719916	0.297122322962	-0.434587728486	1.16838662225
129653	854157	2543112	-1.84879046629	0.165396741725	-0.683687884186	1.1493374755	0.49760305257	0.72014108068
129854	854385	2542233	1.07929088042	0.727280536451	0.854884313408	-0.421657821999	-0.453106492566	-1.78669141571
130260	850620	2541030	-0.347033265549	-1.28537106928	-1.10595719804	0.396470825945	1.39989146668	0.94199924025
130573	850317	2543607	0.37639725935	-0.215890916597	1.85280454678	-1.40647662015	-0.632454464218	0.0256201948349
130576	852017	2538712	1.0090479007	1.03591369924	0.613139191546	-0.00107380092884	-1.29064460099	-1.36638238957
130583	856384	2541569	0.415704457724	0.534193285499	1.75892411254	-0.895111744832	-0.875105371239	-0.938604739692
130587	854653	2543619	0.47415670149	-0.102865876168	1.92676902073	-0.798459470323	-1.1307312876	-0.368869088129
130594	853806	2541385	-1.45389637878	-1.00968341879	-0.29546126198	0.841680563958	1.29990271882	0.617457776772
130596	850628	2540594	0.19585998848	0.695069822619	1.64000684717	-0.189855244387	-1.24965530984	-1.09142610404
130598	850797	2542165	1.69262341716	0.222616517774	-1.41972546368	-0.381961569776	0.620536508666	-0.734089410142
130603	855043	2539161	2.03767186035	-0.159876987449	0.335223571247	-0.510441383486	-0.854691909511	-0.847885151152
130606	855269	2538897	-1.12494491256	-0.815577202321	-0.929154085395	1.20639694253	0.403058872903	1.26022038484
130607	855310	2539617	-1.41664491489	-0.154120409543	-1.1678845695	0.647877675897	1.04538610902	1.04538610902
130608	855346	2543626	0.0758042879564	1.27899174136	1.30002465709	-0.457139572654	-1.24799148494	-0.949689628804
130613	855739	2542403	-0.903580845427	-0.747243831094	2.05178222158	-0.413544347005	-0.343177547125	0.355764349066
130616	854162	2543630	-1.38939929148	-0.73046963495	-0.539156828955	1.01449537637	0.16505415695	1.47947622206
130617	854320	2542832	-1.15437724982	1.07115339983	0.726559592031	1.07115339983	-1.29028533322	-0.424203808652
130620	856042	2539802	0.575721026306	0.428403457317	1.72424086362	-0.98096665229	-0.98096665229	-0.766432042667
130801	850585	2542358	-0.98914102917	0.845354313206	1.46712280647	0.276643487762	-1.43166527367	-0.168314304594
13169	853602	2542920	-0.16585223606	-0.880590225733	-0.744088385601	-0.704111849021	1.96704066059	0.527602035825
13176	850500	2542649	-0.893899240302	-1.03178165724	-1.05739622292	0.84310084871	1.16410435333	0.975871918422
13186	850581	2538785	-0.54030567751	-0.927146723202	-1.17765407432	1.18050533146	1.43780695633	0.0267941872521
13188	850588	2538821	0.240987668266	-1.03203058202	-0.875659991003	-0.650424727134	1.86654151502	0.450586116873
132	853183	2542406	1.20023280882	0.8285355981	0.925439852807	-0.99115832266	-0.749842321524	-1.21320761555
13258	850558	2541483	-1.56224879828	1.06080764345	-0.0239072584184	0.294456713531	1.19250992275	-0.961618223033
1328	855474	2542721	-1.12710800092	-1.20646830768	0.527440569847	1.3948027892	-0.48924215362	0.90057510318
133133	851429	2539393	0.833038804121	0.255889490372	1.63039608318	-1.14927231532	-0.905477136361	-0.664574925999
133183	852797	2541327	0.414318684658	0.719891849159	1.43813074212	-0.72679024506	-1.63362794652	-0.211923084355
133264	853104	2540779	1.94004211615	0.535428385599	-0.0788071271384	-0.681746422018	-0.793841626666	-0.921075325923
1336	851768	2541128	-1.57836931181	-1.03669438166	0.386465737541	0.45278308209	0.386465737541	1.3893491363
133744	856672	2539146	1.87197382344	0.106176023595	0.106176023595	-0.969501585998	0.117797969546	-1.23262225418
133764	853393	2543395	-0.631090001599	-1.12966094402	-0.462443447658	1.18426499826	1.56099407519	-0.522064680169
133863	850764	2540795,2541678	-1.41421356237	0.707106781186	0.707106781186	0.707106781186	0.707106781186	-1.41421356237
133984	852565	2542242	-1.64141762201	-0.451047707047	1.73843770722	0.150134955913	-0.0337221594046	0.237614825325
134088	851518	2540622	2.04115637849	0.274614274264	-0.0227271393209	-0.715704609812	-0.761110250704	-0.816228652914
134140	852295	2542467,2541220,2539804	0.863588971668	1.25605216304	0.556113954767	-0.116998162268	-1.07940690964	-1.47935001757
134198	855114	2541079	-0.0523745085861	-1.6897578496	-0.241702331709	-0.345207775188	1.51960396467	0.809438500413
134212	852673	2540784	1.24914709048	-0.0481639011313	1.42181058944	-1.10050215406	-0.609528619572	-0.91276300515
134226	854764	3361154	-1.06779519297	-0.0834076889686	0.458076759679	-0.396344085752	-0.850338543537	1.93980875155
134282	856886	3361477	-1.02305013269	-1.01448855657	-0.91740770679	0.799659182732	1.32305978342	0.832227429895
134329	852107	2538833	-0.497852513296	-0.100558610492	-1.78458832389	0.63574750499	0.31386897523	1.43338296746
134371	853384	2542835	0.72116019277	0.425792061159	1.5738652932	-0.612319917617	-1.38873373784	-0.719763891672
134420	852200	2541386	1.29094561152	-1.04043145597	-0.906851221596	-0.358280883907	1.45216152735	-0.437543577404
134429	852568	2539289	0.0580887984349	0.85708627689	1.66310802329	-0.535182378719	-1.26908829039	-0.774012429508
134711	855636	2540541	-1.38200717128	-0.493067793865	-0.852866382387	0.997391699722	0.305199820653	1.42534982716
134715	855447	2542594	-0.292939389883	-0.838060719798	-1.5731995573	0.726655057116	1.3448024881	0.632742121767
135053	856779	2539652	0.999584157851	0.577945542479	1.33845449713	-1.01288819393	-0.812767009436	-1.0903289941
135080	850456	2539729	0.330714491177	0.744040029035	1.66361577663	-0.761127752914	-0.855663735054	-1.12157880888
135089	853884	2542248	0.670280513058	-0.0807673502949	1.54128315159	-1.30824293513	0.336670603796	-1.15922398302
13513	852661	2540314	-0.0238205426383	0.0322983716792	-2.11767590732	0.730630553791	0.8113348429	0.567232681586
135169	852554	2543669	0.739158926109	0.826359155291	-1.98911441629	0.673150965412	0.281379974639	-0.530934605157
1352	850946	2541551	1.82557959239	-0.63729410548	-0.63729410548	-0.569006485728	0.883947820202	-0.865932715901
135202	851963	2538703	0.554136823607	0.430314161211	-2.23312401254	0.430314161211	0.388044705303	0.430314161211
135205	852763	5802929	1.32480941436	0.808740727547	0.817144927981	-1.09690708519	-0.898411381325	-0.955376603372
135206	856263	2543360	0.749160485516	1.88814943232	-0.81133357008	-0.40069558849	-0.852494857983	-0.572785901284
135234	852439	2540874	-0.983262570743	-0.127077894617	-1.51831031603	0.823796602068	0.452766348633	1.35208783069
135300	850304	2542112	-0.722211025207	-0.370723011629	-1.51623993475	0.614045111115	0.416758455501	1.57837040497
135304	854135	2540181	0.694284287787	0.600600991019	1.54359596979	-1.05995705346	-1.07564362539	-0.702880569746
135378	853419	2541630	-1.34367916682	-0.174979833646	-1.23857600586	0.850959307803	0.742469188492	1.16380651003
135399	855790	2540503	-1.5278272927	-0.343511989649	-0.870713280695	1.15906772741	0.480652291866	1.10233254377
1354	851024	2543516	-1.18481300186	-0.0579375535697	1.875740721	0.559769874817	-0.754141815912	-0.438618224471
135409	852538	2539280	1.8378880471	-0.410521662678	-1.47861100462	0.00822364019974	0.386446071443	-0.343425091447
135504	853839	2539592	-1.17295026862	-0.641339652783	-0.943786636081	1.01097559759	0.25150331063	1.49559764926
135514	856765	2542181	-0.197691900489	-1.27507291264	-0.975730716217	-0.0217693305145	1.64224322976	0.828021630106
135565	856163	2539835	1.70379860815	0.824537878002	0.143884797474	-0.790641272869	-0.916097244984	-0.965482765778
135642	855274	2540252	1.37789799087	1.32167379787	-0.0902497468934	-0.652179544887	-0.924308247716	-1.03283424924
135698	851444	2539946	-1.2700042666	-1.2700042666	0.0961915245326	1.17381274206	1.17381274206	0.0961915245326
135796	854158	2540018	0.640730196705	0.445529425539	1.66562642661	-0.843111463229	-1.1594602118	-0.749314373822
135829	853595	2541719	0.895339917696	0.783007161688	1.28586216854	-1.02980121979	-0.980749089221	-0.953658938905
135931	855477	2540672	1.507528975	0.702339002753	0.429767248321	-1.05143531385	-0.209860823911	-1.37833908832
1363	851450	2540471	0.478176996247	-0.727379391597	-1.88562679998	0.685335762042	1.01325740868	0.436236024601
136464	851468	2542380	-0.682612499101	-0.519319997521	-1.61121925609	0.902898416297	1.07462555998	0.835627776428
136612	852825	2538753	-0.56474147919	0.531668249923	-1.99480772734	0.840682551263	0.655530155424	0.531668249923
136648	852916	2543175	1.83440674981	0.591031058208	0.0261795137889	-0.74546534101	-0.483107794405	-1.22304418639
136821	851256	2541538	-0.163852640349	0.365223401348	1.98373030478	-0.680854530389	-1.14559280024	-0.358653735152
136822	851196	2543241	-1.45233414691	-0.906237228668	-0.38535671525	0.890711895593	0.473625206657	1.37959098858
136824	851214	2539045,2541983,2541531	0.703355586977	-1.79061196939	-0.782794690449	0.555064222106	0.150768319191	1.16421853156
136827	852194	2542438	1.74578786866	-0.416511155874	0.240002274178	0.179489378209	-0.112862597644	-1.63590576753
136828	852199	2543502	1.22748965653	0.397985278383	1.13808125413	-0.647111140796	-1.49481459381	-0.621630454436
136831	852223	2542124	0.964298023696	1.24409510638	-0.644594076411	0.681467826859	-0.875808519538	-1.36945836099
136833	852245	2539135	0.597414795631	0.884847066117	1.09660809841	-1.47895114756	-1.20775295903	0.107834146431
136834	852248	2539434	0.293098980285	0.703532622172	1.6757111873	-0.669180927035	-1.28175499941	-0.721406863306
136837	852349	2541157	-1.00705319283	-1.03118443877	-0.871348570247	1.43364747273	0.834694612266	0.641244116845
