OGs	saccharomyces_cerevisiae	schizosaccharomyces_pombe	W	X	Y	Z
44130	855957	2541680	-1.47357144949	-0.214440002041	1.26703724853	0.420974203006
44182	851267	2540591	-1.64972715085	0.11898826215	0.98061505816	0.55012383054
44188	852813	2540122	-1.3673407793	0.835159119014	-0.537426369245	1.06960802953
4443	851207	2541239	1.43746509024	-1.38901916892	0.0154403667348	-0.0638862880494
4446	855143	2543298	-0.204359084118	-1.18000890507	-0.204359084118	1.5887270733
44488	854994	2542906	0.82097810958	1.12412354265	-1.26463898548	-0.680462666748
44527	855122	2540442	-1.67539185843	0.179063204699	0.604117859646	0.892210794086
44531	852832	2542730	-1.33947887896	-0.0805800095917	1.48172224955	-0.0616633609985
446	853357	2543593	-0.0157155803224	1.44480526759	-1.38205592675	-0.0470337605193
44781	852618	2538937	1.21906493489	-1.55401724715	0.0211638970131	0.313788415252
4485	851717	2540129	-1.25509950703	-0.52064818941	1.42500081162	0.350746884817
4502	852372	2542410	0.160180799452	0.770426828016	-1.67934033213	0.748732704664
4531	853475	2539218	0.833894682338	-1.59323707079	0.868503917955	-0.109161529502
4539	855459	2540627	1.60248188153	-1.08782178412	-0.0162304039318	-0.498429693485
4541	852810	2541470	-0.750561988471	-0.183950399314	-0.750561988471	1.68507437626
4550	853023	2541004	0.479106440358	0.0833954141518	1.06137673065	-1.62387858516
4551	852088	2539109	-0.0925049652769	-0.784496277775	-0.784496277775	1.66149752083
45644	851226,854181	2542439	-0.183996428513	-1.25917129534	1.53989505692	-0.096727333075
4587	852986	2540197	-0.826490287521	-0.894488129583	1.58018408647	0.140794330635
4597	850540	2540557	1.53392024215	-0.98131923855	0.239168851396	-0.791769854999
4617	850883	2542139	0.553681466816	-0.418588598321	1.25704697075	-1.39213983924
4620	853298	2543163	0.771213914556	0.876699048185	-1.62358743078	-0.0243255319564
4631	854790	2539636	0.489476172609	1.39704549127	-1.06408089986	-0.822440764017
4642	856311	2538699	0.412949283789	-0.046952403126	-1.5541825094	1.18818562874
4659	853596	2539463	1.04857764874	-0.413604777809	-1.44172411695	0.806751246021
4660	850894	2541087	0.161767817877	-1.10486679012	1.54588246836	-0.602783496123
4662	856576	2540790	-0.211550306516	-0.919460882284	1.67686624675	-0.545855057946
4664	855652	2541542	-0.407331706337	1.09129087918	-1.43953710723	0.755577934393
