GeneID	time0_rep1	time0_rep2	time1_rep1	time1_rep2	time2_rep1	time2_rep2	time3_rep1	time3_rep2	time4_rep1	time4_rep2	time5_rep1	time5_rep2
852084	2524.1248	2630.3638	2212.2778	2207.8232	2068.2085	1995.3821	2444.4646	2425.7966	2441.2112	2433.8423	2480.1785	2348.4792
854359	10828.182	11115.855	11175.613	11035.728	10889.551	10710.749	9136.471	8889.131	9389.833	9800.0205	9283.979	9118.069
852097	2568.5264	2505.7947	2733.0454	2719.7979	2728.7222	2721.6606	2765.9011	2662.7495	2759.932	2860.6636	2808.835	2973.6182
853253	1614.7936	1711.4675	1957.011	1936.9698	1810.862	1839.1387	1909.0779	1882.0615	1855.0929	1938.7477	1985.5321	2048.9446
855260	6111.5493	5952.641	7206.2417	6646.6387	6483.8457	6367.29	7453.948	7061.9424	6979.322	7186.5586	7107.7183	7175.8267
851263	1533.6493	1506.2969	1832.6632	1743.5172	1724.3899	1828.2162	2226.136	2241.1685	2007.2316	2131.5366	2013.5259	2026.2839
855068	1194.1339	1202.2195	1464.9418	1460.2301	1231.3627	1200.857	1829.1387	1875.5367	1456.8438	1529.4873	2112.521	2144.5425
854235	715.7991	748.68304	692.11163	643.7411	726.8578	715.3098	681.605	637.10284	680.82086	681.92487	630.9415	682.612
852090	1663.759	1722.4054	1382.4417	1467.2628	1594.2648	1698.0306	1255.9581	1255.46	1330.3105	1340.3556	1207.7699	1184.9502
853910	1111.9386	1113.8203	1382.59	1308.4194	1490.442	1432.1246	1400.5714	1426.5685	1375.5432	1391.2766	1480.1251	1459.3899
856221	746.3163	777.57446	869.46497	839.31726	1130.8873	1181.2031	630.08014	599.1938	562.6685	607.7403	650.47266	653.56995
854291	4693.361	4733.6504	4483.983	4173.828	4405.7554	4458.3945	4726.158	4574.0356	5031.775	5182.211	4759.3613	4722.076
851406	833.89667	845.8065	798.10297	696.3097	777.82666	808.4817	598.7734	590.1512	709.6681	756.7299	600.5645	686.4316
851644	2845.5164	2834.6821	3054.8145	3004.2234	3211.99	3197.5764	3995.9	3934.178	3965.8774	3952.7676	4002.0093	3873.8972
852771	1860.9777	1696.1661	1985.2462	1814.6464	1909.0088	1884.3999	2062.409	1941.6804	1954.5815	2053.0776	2070.7395	2101.6748
853007	609.8545	546.33466	583.7395	483.29504	659.7619	601.07275	625.8649	581.6634	742.0039	799.75555	811.1043	773.81946
855425	1242.6044	1157.8005	1137.1925	1162.9796	1225.1959	1188.025	1103.208	1158.218	1100.115	1154.222	1162.9796	1089.5549
853642	4706.5605	4625.6978	5292.869	5124.4404	6514.9614	6933.7646	4441.424	4354.2104	4281.0996	4216.038	4572.644	4893.545
853906	6619.299	6410.5195	5253.6636	5386.9307	4790.2026	4877.5356	4967.536	4673.0435	5181.8403	5046.1	4385.504	4829.3203
850988	3736.3462	3702.0125	2913.0818	3018.6404	3129.9397	3335.275	2029.0211	1958.1741	2121.6255	2158.2078	2048.3936	2035.1664
855336	643.9498	589.2384	580.81616	514.47375	1065.9717	1028.177	588.92017	555.3249	451.4639	471.93298	493.0458	485.19495
850844	844.4074	890.58936	789.5597	731.7144	929.9135	861.2893	896.52295	911.0312	882.9933	872.7094	816.14087	744.66547
854336	5039.848	5364.788	5174.8574	5666.7617	4739.3643	4725.058	4774.6367	5193.328	4857.658	4834.463	4926.153	4797.1973
856478	613.807	624.94165	651.8783	682.7347	696.7105	670.776	629.7849	683.0053	659.6197	666.9723	705.31384	701.9707
855222	8984.0205	8850.997	9008.799	8315.662	8617.909	8561.484	7327.0776	7181.3857	7650.322	7754.8354	6986.241	7510.2256
852263	5855.5327	6132.9185	5528.058	5546.689	4465.944	4595.7446	6139.8706	6188.0264	5989.387	6257.4473	6005.15	6541.633
855629	186.84154	212.61221	270.90353	261.51486	256.60596	229.94913	299.37354	273.3912	262.8596	297.18872	388.1058	346.84497
856002	1166.1449	1076.4772	1328.8042	1341.3441	1457.7354	1420.2671	1340.3556	1297.3319	1201.2465	1304.0488	1470.381	1457.2905
853025	5466.9272	5288.964	5860.594	5783.584	6504.643	6740.474	9371.939	8627.383	8712.413	9219.394	9126.943	10358.172
852467	1804.9104	1821.0922	1408.3304	1394.7865	1859.6399	1759.4976	991.3663	960.7877	1486.746	1487.9773	1287.9568	1382.0942
851640	5279.359	5329.368	4480.273	4394.987	4743.113	4578.902	4145.911	3963.949	3817.2913	3966.3767	3538.0718	3953.3406
852563	1337.415	1287.1906	1437.4172	1354.3691	1818.7976	1735.9094	1472.6853	1472.7386	1422.261	1570.4874	1721.2263	1874.5577
852077	1246.2323	1192.1581	1299.1996	1178.1465	1409.8262	1435.4268	1180.1836	1183.8635	1189.972	1199.8851	1277.9827	1309.0797
850291	105.89862	97.854416	123.241875	108.68654	119.408325	133.023	96.82097	108.792114	75.20137	104.14472	101.51725	105.59789
850495	2152.701	2137.8743	2503.6294	2274.3232	1972.4268	1961.7375	2615.1177	2403.2021	2348.141	2606.3809	2290.8345	2562.5247
853687	4933.774	4657.685	5145.4194	5123.2437	5428.9844	5294.5806	4254.4487	4073.6628	3812.0054	3980.1086	4227.585	4253.9863
851498	19978.395	20302.416	21079.023	21282.188	20782.963	21365.443	21494.258	21091.148	19693.547	20662.154	20390.295	21255.758
853752	381.8844	352.48276	455.79044	372.7255	399.12704	379.20032	514.45483	426.8606	424.4704	482.92117	468.64078	472.9614
850818	264.45386	261.8775	273.17007	275.74823	281.27124	302.9504	275.5002	276.31445	263.6649	278.6215	280.92715	296.03052
854027	2504.3528	2570.885	2316.3699	2383.991	2053.4487	2008.1354	2349.7046	2374.2302	2746.9023	2495.6685	2186.7073	2212.0796
856233	1637.8563	1679.9781	1576.6041	1560.5159	1668.0773	1651.6194	1419.9346	1483.2727	1478.9547	1627.5144	1621.6967	1810.5375
855984	281.37265	277.74045	258.7204	222.19977	291.01288	285.2884	352.78137	345.0956	455.29865	485.84155	426.98358	416.54037
851377	1936.2034	1936.9717	1887.4214	1818.7351	1421.3416	1398.0532	1569.3302	1580.4956	1580.3268	1709.8981	1366.3162	1478.5282
856779	4438.7056	4349.5127	3882.9036	3733.6604	5174.9463	5156.728	1994.9883	2006.6545	2169.1895	2135.8772	2050.753	1987.3925
850342	551.79846	489.32483	499.05396	512.21954	653.56995	680.8455	2747.8926	2780.5227	4482.371	4568.695	4033.9746	3987.1333
852407	1969.6954	2044.1959	1801.5347	1946.6494	1863.7288	1850.0277	1934.9149	2090.0977	2096.388	2129.314	2034.8346	1972.3196
853490	310.1103	301.72083	347.7203	310.04315	403.06116	392.92004	315.26428	301.7479	315.65057	313.22852	331.63443	321.85074
850778	1983.4258	1889.3916	1938.5406	1887.488	2380.2197	2327.569	2366.508	2425.0994	2624.6895	2481.6077	3045.8691	3004.9282
852244	6278.087	6496.689	5527.262	5781.191	5036.216	5080.0933	5758.553	5950.7056	6524.107	6211.5586	5885.743	5758.7617
851965	213.24059	205.03685	260.1068	218.61432	266.4074	229.69696	253.65823	270.37726	241.49341	264.50595	279.19843	295.84412
852287	772.9418	728.06213	798.82025	717.0877	856.5899	838.0184	729.8592	662.8316	600.4128	622.2595	758.5558	731.21356
853348	2677.0693	2705.7898	3373.612	3289.2078	3111.0188	3094.9915	4385.4326	4320.569	3780.9226	3743.2795	3737.4902	3646.346
850304	1364.1542	1312.147	1602.3181	1446.2656	1160.4713	1156.9054	2015.4115	1897.2623	1786.9713	1936.5524	2381.7195	2382.4058
851569	2442.5957	2563.3984	2459.2905	2473.4453	2394.9553	2446.005	2616.2937	2796.8318	2958.0618	3017.5525	3124.2556	3095.6587
856239	768.1447	736.046	764.1735	674.3827	640.5291	593.5168	833.7178	816.9936	741.63074	845.07605	757.4924	774.2232
856143	608.9113	554.3164	657.9476	641.69385	573.2567	545.7444	715.03906	662.7962	643.1857	710.5241	678.3141	725.46027
850504	14930.797	15067.114	16013.183	16183.812	17868.53	17757.938	16953.535	16856.803	17422.707	17291.541	18194.318	18005.41
850497	635.88885	674.7468	719.53125	740.7761	781.9806	752.1403	781.1361	841.37286	785.57745	795.82135	809.66064	768.80865
851931	1961.456	1882.6063	2327.2795	2045.0802	1798.425	1857.3668	2234.0837	2210.8079	2067.0588	2264.9714	2207.6243	2066.984
852127	1617.9938	1779.3672	1500.3177	1522.8134	1159.5321	1243.2083	1988.3574	1984.6395	2661.456	2312.7046	1912.7236	2040.5565
856529	4149.198	4069.3372	4356.8774	4248.3267	4545.4053	4607.005	3418.774	3305.2856	2537.4692	2673.8901	3327.6055	3417.7896
851848	1140.6356	1072.5913	1304.4009	1124.2526	1470.726	1448.0887	1209.5543	1105.7128	947.6514	1051.9469	982.875	955.3217
853521	5413.087	5440.6304	4639.119	4657.863	4616.3022	4629.034	4669.6133	4600.13	4747.1313	4730.1665	4320.656	4457.034
851697	3126.169	3091.487	3327.4849	3180.703	2922.9023	2985.416	3195.6772	3299.821	2821.8057	2983.4863	3131.7998	3079.9336
851432	10856.1	10445.397	10444.103	10098.819	10064.544	10312.615	9914.973	9785.928	9132.028	9521.352	9476.582	9889.136
851336	21312.451	21527.143	20448.697	20790.059	19844.371	20156.412	19375.03	19796.963	19751.365	19690.691	18541.742	19431.615
855216	7605.4307	7630.102	6407.983	6286.001	6081.9253	6163.2314	5116.4224	5000.8994	5078.6304	5601.1587	5233.7603	5330.71
852974	1480.3384	1515.6777	1483.9392	1500.2642	1494.2562	1480.3384	1639.6841	1636.3528	1530.1475	1496.3817	1632.7932	1655.0702
854459	16611.092	16254.469	13615.1455	13470.879	13600.208	13546.953	14156.323	14449.993	15629.995	15638.42	14923.038	14827.75
852305	2343.5815	2370.3457	2583.825	2539.068	2234.6453	2343.329	2787.084	2758.9397	2519.5408	2576.211	2721.0715	2739.5952
855841	4594.1675	4478.2607	4834.7256	4559.8237	4385.508	4420.376	4886.7637	4944.2637	4602.1133	4476.7324	4729.6523	4623.696
852966	848.857	922.6962	863.6178	773.10986	793.2345	816.6555	755.9949	749.9922	750.2619	855.26587	867.35516	900.955
854398	503.52768	535.45215	501.4661	471.3642	552.38446	567.5185	516.58856	484.3482	494.13858	533.52844	485.86703	485.56134
852379	13592.623	13375.433	14611.6	14831.738	13117.779	13361.995	14324.177	14360.313	13574.539	13388.22	12787.05	13937.674
852599	69.12854	62.200912	60.60866	56.173347	54.704838	60.753918	92.76004	92.29378	79.11187	88.83902	82.30084	85.19262
854938	977.9355	894.1714	1088.0067	1007.2268	880.7881	868.5422	1652.7491	1541.4531	1297.0276	1322.0063	1144.8324	1229.6346
851378	719.6348	739.99023	609.0318	611.1511	587.99896	606.74567	548.20544	533.6821	561.8688	566.6413	553.4789	546.72766
852764	784.15	772.9145	746.3156	749.4381	864.7989	860.8237	846.9947	856.9911	819.0539	815.70044	921.9477	917.744
853247	1822.927	1862.184	2105.8018	1975.695	2214.9473	2138.1067	2331.0056	2293.392	1935.4373	2063.7842	2097.634	2241.5715
856394	167.20924	178.78601	160.87206	140.6548	138.20091	141.32965	236.09209	205.60234	194.64256	228.81412	201.70305	212.41704
853530	1772.9424	1749.269	1467.7653	1468.6368	1337.8252	1445.1199	1422.006	1342.9633	1382.6406	1363.418	1278.1892	1446.5256
850450	2301.8655	2246.5364	2605.0662	2456.7249	3248.148	3237.642	2222.891	2128.1265	2119.4497	2294.9192	2748.4824	2631.2156
852002	2170.28	2288.6072	2114.6868	2098.6885	1811.7413	1831.7397	1751.4106	1571.4778	1677.5582	1743.6744	1569.8376	1595.7562
855886	2477.7695	2626.5337	2895.3643	2974.4775	3002.442	3045.9795	2606.2393	2706.0325	2763.2134	2676.0574	2568.111	2732.507
853196	10083.777	10017.755	10169.769	9692.87	10769.501	10840.87	10451.984	10313.343	9743.752	9786.292	10244.724	10027.295
851260	14717.145	14192.022	15356.757	15794.236	16553.18	16712.133	15051.417	15493.328	14147.914	14648.447	15888.598	16036.841
854985	1073.2089	1072.8998	1043.5366	938.85876	895.68463	911.8504	1089.7903	1133.1486	1044.7958	1074.7938	1083.8053	1099.8381
851746	7557.415	7504.827	6815.982	6636.846	6331.413	6665.6885	7937.532	7668.934	9094.474	8686.263	7712.2505	8614.031
852679	2632.6362	2732.063	2757.1538	2696.4067	2446.2695	2456.8584	2754.3784	2627.9028	2665.0513	2723.0315	2515.373	2349.2812
852847	1098.5325	995.0836	966.7012	917.47974	1099.482	1087.3611	1155.7195	1143.637	1191.7079	1182.6499	1066.7389	1073.0543
853307	1662.9517	1692.3868	2004.0192	2006.4344	2100.3523	2136.5676	1443.9242	1457.3434	1277.522	1256.094	1425.7212	1424.4899
851817	4782.7944	4695.3843	4431.3584	4518.16	3765.5718	3877.453	4393.797	4227.049	4638.7744	4671.6978	4066.1096	4046.2578
856514	933.50146	857.9012	1010.4219	880.28046	1277.109	1247.3309	1062.6774	1028.2883	874.9895	993.312	1116.4296	1124.6564
854999	881.8975	858.90485	981.09	949.27325	1083.8053	1117.2933	891.5828	864.5185	825.6691	871.1403	1015.727	1023.30396
852774	839.69434	817.03723	720.1271	688.4101	834.0772	837.31055	521.5297	498.51453	587.17413	618.6306	517.60297	515.8919
855205	783.69885	852.07007	440.08942	461.58533	525.3641	494.86813	910.5391	994.94037	1399.3632	1409.2427	1295.0673	1309.5049
855266	14396.006	13707.347	14941.851	13718.1875	13593.842	13276.648	17810.77	16919.406	16827.41	18362.426	17679.549	18165.555
854083	3827.8157	3764.1462	4175.034	3977.8167	3099.9482	3201.1404	4461.6016	4046.69	4851.714	5166.5635	4354.908	4498.3613
851787	602.90326	541.78174	680.4535	632.1012	728.4038	668.84753	693.4085	684.7284	627.8386	653.14655	717.1657	740.45685
856598	2281.577	2183.2878	1711.3141	1762.476	1586.0234	1607.4009	1418.1719	1483.3243	1385.2804	1389.2242	1275.2251	1339.9211
854507	934.1908	902.2207	912.7209	862.79376	1110.6387	1134.2914	837.4164	821.1057	791.19574	815.3633	861.0257	879.4418
854151	992.86597	961.03015	994.3859	938.7406	1230.8531	1184.0555	1260.2594	1260.1693	1228.7509	1225.7253	1413.7137	1283.0518
856105	2419.998	2426.9756	1959.7601	2152.8157	1714.3647	1786.0393	1662.8026	1590.0239	1707.0997	1639.7137	1636.8835	1681.4889
853640	1741.1038	1837.7177	1765.4603	1830.225	1706.1484	1680.2185	1835.3707	1732.1034	1870.4469	1900.2692	1626.0507	1608.732
852061	19463.775	20004.629	19686.072	20509.123	19484.465	19711.584	17111.682	17833.527	17868.53	16765.707	16152.973	16629.334
855799	65.76596	67.414764	49.847576	48.920677	40.088085	47.168346	33.822563	37.5544	49.20497	42.880558	41.74757	32.759872
