GeneID	time0_rep1	time0_rep2	time1_rep1	time1_rep2	time2_rep1	time2_rep2	time3_rep1	time3_rep2	time4_rep1	time4_rep2	time5_rep1	time5_rep2
856355	3102.0715	3183.9685	2637.1895	2504.1284	3025.8748	3091.652	4431.6035	4384.245	5491.3765	5399.367	5068.9526	5501.861
855344	8414.696	8050.7515	9280.633	9021.764	9118.069	9418.263	7149.6646	7074.1494	6285.7734	6852.866	7228.577	7458.236
854099	2801.9697	2727.3457	3831.3984	3689.905	4411.073	4216.0337	3338.9412	3299.4026	3091.257	3156.2966	4109.44	3941.8281
855162	1542.3956	1654.2961	1189.6089	1109.0405	978.42896	1001.6594	1196.221	1181.331	1191.8153	1343.9792	992.9739	1101.8202
856445	11249.653	10826.22	11789.378	11134.465	10070.516	10248.769	9920.667	9684.313	8657.846	9036.713	9506.807	9442.347
853422	3253.7036	3156.2395	2645.65	2689.7178	2676.2476	2772.3765	2595.1018	2473.9822	2671.87	2671.6765	2508.7715	2671.0027
851925	1528.4979	1616.8593	1529.5981	1520.5132	1291.2295	1349.9667	1831.6088	1895.8298	1819.6182	1738.1292	1668.9175	1748.105
855318	999.82227	948.1631	981.9203	999.75073	1212.4312	1212.6497	1044.7017	1092.932	1126.1552	1164.4879	1274.904	1214.3092
853223	2664.2837	2622.1401	2495.8052	2783.8765	2545.2441	2492.663	2184.3093	2295.6218	2337.0544	2282.44	2367.9597	2269.497
851608	241.25021	211.53584	263.50827	249.97427	236.35985	268.40918	332.17792	294.3148	285.38568	295.74835	315.45166	351.3303
856062	1523.7184	1547.678	1264.9862	1196.091	1231.6063	1178.8033	1242.9397	1293.9032	1322.6243	1283.4899	1202.9988	1269.5244
855280	3168.0789	3205.6982	3640.3108	3375.4946	2378.2502	2301.2476	3510.6755	3496.4883	3216.7937	3490.831	3901.8872	4006.5537
851077	2162.7593	2436.6465	1876.2122	2266.966	1639.0056	1639.6848	1510.8849	1508.5762	1624.3535	1584.2268	1273.7349	1384.5334
856114	3768.7656	3753.6646	3209.7363	3100.7288	2636.7144	2555.3389	3335.6377	3232.579	3521.6238	3483.8635	3107.6562	3146.3699
850764	24615.22	24487.941	24193.602	24912.883	24144	24606.348	25121.785	25250.48	24759.117	25019.836	24222.367	24793.047
851078	1088.5164	1083.1425	1357.2493	1329.019	1155.6362	1181.7565	1188.0466	1122.9978	997.14557	1073.0348	1045.0026	1282.7747
854560	54.74722	52.7995	53.040447	44.44239	46.8604	47.097103	44.314617	45.521374	33.761158	45.471436	41.44812	37.44779
852576	1237.695	1146.357	1305.3634	1303.5795	1432.3958	1444.4965	1830.4894	1736.7854	1833.4551	1994.4861	1686.5808	1816.2488
851193	19670.871	20163.68	20175.645	20759.033	21886.926	22508.031	20682.203	21400.07	21567.09	20996.084	22552.207	22099.057
856467	395.71558	348.79175	451.9843	449.25952	394.8335	391.05035	514.21423	537.6053	512.25616	503.0477	631.9191	647.6924
856181	604.08716	620.102	665.1144	555.6147	549.59814	553.1306	674.8076	683.01764	605.6547	695.8583	661.86646	703.14655
854711	627.7482	591.7571	818.9957	805.5187	573.5249	551.709	1037.4519	1115.2451	967.5202	1019.1507	1321.007	1258.017
850727	17709.146	17370.777	15689.733	15270.767	14004.8125	14195.609	15573.827	15586.174	16355.993	16661.688	14530.835	15708.088
851636	20706.045	20910.518	21110.125	21660.422	20631.654	20892.459	20752.303	20924.8	20211.965	20510.258	20641.691	19939.602
854672	2184.8594	1998.3644	1875.1656	1883.4854	1720.9177	1774.0273	1833.7847	1883.0776	2025.2649	2082.9998	2032.8231	2064.4524
854685	2771.0828	2819.3713	2786.2827	2961.658	3027.292	3047.6243	2439.4995	2629.6077	2642.416	2564.923	2532.634	2525.3528
850973	2645.458	2522.4438	3375.3691	3113.6487	2615.5427	2808.279	3313.6208	3233.3315	2455.1755	2719.6018	2687.8792	2862.1045
855196	2577.5981	2659.1106	2371.3677	2441.429	2115.0295	2066.496	2298.2659	2315.4102	2483.17	2465.0046	1981.4614	2015.6633
852369	2089.0437	2088.7427	2177.7148	2256.222	1924.4602	2066.238	2456.8572	2504.0806	2309.0032	2297.5635	2053.8179	2047.8027
850421	908.13306	952.9704	922.0488	908.3461	757.0706	749.43884	959.69934	1081.3131	1223.1471	1073.6925	1258.0841	1257.1127
855803	57.439907	57.077187	78.153885	55.289803	58.841854	64.72101	52.34632	49.02733	52.32747	56.241127	55.938313	46.42393
854811	422.8696	389.28812	431.81302	400.37863	515.01984	532.3587	334.52933	347.39465	315.36066	335.28885	361.6128	357.95468
850693	2840.7578	3091.9263	2554.0513	2536.146	2120.7092	2228.2185	2156.5762	2133.725	2249.169	2134.2236	1965.481	2003.19
851755	4070.1445	3837.963	4158.4004	3804.3276	4219.4487	3986.0571	3259.5051	3046.2527	3153.8022	3340.9287	3141.902	3195.851
851981	1858.1349	1894.9757	2069.9954	1963.467	2087.992	2070.704	1941.262	1897.0913	1725.4452	1885.7904	1906.2963	1919.1361
856513	2837.9998	2796.0251	3016.741	3082.2578	3423.8215	3390.225	2584.288	2757.0051	2986.4355	2881.3298	2974.7444	2902.5107
851499	1297.3295	1265.3036	1432.7421	1365.8732	1109.9388	1058.1731	1905.4402	2003.1173	1758.5791	1755.9547	2212.0784	2233.518
850976	1265.3048	1286.658	974.3858	939.264	1002.2719	946.4583	968.3385	896.8787	1024.5568	1051.5295	819.82135	865.4531
856309	722.60645	778.8904	736.7349	654.9826	706.81305	689.82336	632.28296	611.38165	691.48914	693.4581	557.96936	678.2529
854305	1817.5543	1890.821	1578.8461	1549.9083	1555.4968	1556.3634	1436.1484	1507.2194	1560.4579	1559.5608	1361.7748	1286.0801
853382	1819.4221	1798.5237	2140.457	2167.5125	2688.3162	2550.702	1802.6053	1856.631	1952.6848	2021.8414	2083.3752	1947.5612
852346	6483.2646	6390.3643	5723.0215	5781.8193	5838.058	6219.7266	4151.3633	3951.9834	4796.507	4986.4365	4363.1475	4569.1045
851772	1764.2535	1755.2599	1390.4755	1414.0441	1056.347	1076.6322	1280.8835	1165.1166	1207.2926	1318.1101	1022.3836	1025
856292	5742.824	5935.3125	6686.106	6576.211	5975.9336	5783.6943	8066.9834	7935.5264	7321.5454	7663.2754	8042.4946	8119.2817
852697	1896.5116	1627.6309	2176.5012	2039.6003	2015.3385	2075.0679	3173.0378	2978.7627	3571.0142	3414.8408	3366.8174	3622.928
850886	1691.1993	1586.1929	1539.3993	1377.2267	1561.2156	1527.5332	1557.5111	1588.5923	1482.1493	1536.466	1458.5488	1371.0935
854987	3491.6467	3342.1843	3534.0586	3478.0342	3121.444	3126.6162	2668.1206	2870.7195	2642.8884	2780.9216	2843.521	2739.645
850494	571.17645	539.1749	469.94135	435.4258	482.0267	515.57666	289.6542	280.4219	287.01334	313.75888	276.882	289.2065
855421	492.13278	521.774	479.93228	485.09894	506.40845	508.04248	448.7262	428.685	516.1705	528.12195	514.3994	516.0031
851820	804.64954	782.76855	785.05396	779.4938	889.7566	906.82623	2479.4407	2487.6428	1889.5952	1969.3048	2681.986	2669.8489
851304	640.0681	638.3198	296.9376	274.75754	371.27963	387.10867	231.08162	219.1302	316.74292	346.85107	259.27036	228.41492
855415	5328.4175	5292.6772	6626.1074	6156.8164	5952.857	5934.2427	7023.544	6617.2856	5705.9478	5292.4854	5512.2646	6317.083
855317	2072.9407	1881.0476	2044.5625	2037.217	2005.282	2069.6616	1330.742	1267.9037	1094.9408	1113.7805	1158.5103	1178.6343
855651	1604.5385	1420.9567	1776.8058	1612.7598	2082.0247	2144.7725	1124.9186	1171.2126	1088.3596	1129.0769	1268.244	1213.0626
856829	823.3998	741.39026	782.2626	793.606	794.5488	775.0876	998.49207	957.31903	981.49713	1024.0234	959.97577	953.46765
855168	340.60397	345.86642	353.28943	355.39368	356.6365	360.92355	404.60144	392.21338	387.2621	422.48926	377.57285	419.2778
850752	153.53233	167.619	263.57953	214.42192	177.10808	178.51598	287.2509	277.37067	258.06937	284.0178	344.717	352.54007
854824	516.7746	498.40756	467.18427	468.16058	561.27295	548.21564	447.70203	453.79358	393.3726	425.7637	462.4668	460.13385
853960	10653.457	11033.139	9092.826	9143.54	7243.4277	7580.2896	6446.144	6713.7153	7310.3477	7608.434	6407.989	6487.5757
852811	13166.258	13666.452	12933.302	13037.051	11520.1	11662.355	10538.291	10569.441	11478.712	11186.287	10568.676	10020.45
854086	2363.488	2363.1477	2446.974	2539.021	2603.5686	2750.4148	2134.3032	2274.69	2232.1128	2333.4834	2474.3833	2512.4336
856917	2881.7449	2906.5356	2682.3723	2556.488	2371.7114	2401.69	2253.059	2186.749	2182.6965	2287.8674	1993.2653	2050.753
854656	77.025734	68.87276	82.890976	82.856636	68.97201	71.19274	103.17848	102.842995	103.34944	114.616356	131.5661	136.43167
854029	18653.158	19011.012	20484.416	20597.172	20446.494	20855.273	19956.477	20362.76	19164.229	18708.975	18830.57	19056.592
853562	2178.3025	2202.9417	1964.4559	2005.3192	1993.8014	2015.4462	1886.8438	1955.7786	1995.6694	2098.4263	2069.922	1992.2257
853660	469.78094	442.9497	270.60632	242.01123	276.225	248.55688	153.2343	136.77097	117.133156	132.81738	126.700554	119.41903
850760	1364.9642	1286.1034	1508.4949	1432.3308	1571.4493	1448.1136	1574.5066	1518.3541	1389.3501	1466.4458	1520.7322	1479.5663
852638	178.41641	177.32805	213.89377	200.19495	229.99881	218.68105	475.60742	453.36057	547.3967	640.4021	562.0912	569.0425
856448	14616.868	14876.658	14202.001	13862.868	13748.836	14043.652	12721.392	12567.142	12378.585	12869.679	12749.363	12951.013
854737	239.52841	259.64856	245.01277	218.10329	184.36333	188.72711	221.1107	202.9591	201.29326	230.43373	193.48679	192.95111
852459	3819.4214	4112.3257	4771.0225	5121.026	5496.5166	5642.844	4052.9622	4433.9116	4125.225	3980.253	4583.6816	4206.1826
856357	3074.1733	2906.1697	2902.5635	2929.0608	3865.8223	3868.1897	1438.5046	1460.2036	1450.5642	1463.2538	1558.1855	1461.3599
855456	5470.077	5697.742	4970.1377	4969.782	4719.7847	4830.292	4879.387	4727.7764	5116.4272	5279.1675	4682.5635	4313.3438
853111	654.0051	638.3079	669.65393	642.7111	770.2761	759.7858	671.39166	670.2328	677.1313	706.3047	773.56824	686.14655
853846	872.7094	841.55505	965.6245	931.1186	924.6403	873.87286	978.3576	970.2224	961.8774	1031.625	1097.703	1104.957
856311	3878.3625	3719.5085	4389.851	4038.9133	4887.556	4978.995	4235.2725	3959.891	3791.072	4106.7837	4205.3525	4488.261
852107	4122.779	3712.7573	4658.609	4049.902	3352.0703	3257.6343	5014.606	4941.69	4398.3916	4828.8135	5630.8726	5805.6943
851530	2170.048	1972.7098	2510.4001	2341.178	1856.5629	1877.4606	3571.978	3513.3247	3028.271	3208.8152	3704.4778	3708.3481
851768	6164.783	5986.041	6578.105	6476.8374	7950.2524	7669.0513	8177.626	8067.999	8140.4795	8366.524	8882.895	9403.687
851074	1842.7493	1818.3727	1513.389	1437.6243	1447.0975	1361.6775	1349.529	1271.1471	1118.7423	1294.1598	1139.18	1162.4984
854813	3477.5962	4151.8857	3132.2507	3683.8716	3048.502	3176.0684	2538.153	2637.4724	2729.5068	2477.1895	2431.696	2468.5557
851937	4730.672	4523.6187	4798.227	4518.57	4408.9287	4254.6763	3785.8225	3598.2979	3833.5366	3953.5518	3599.4683	3636.1853
856243	1922.1418	1956.6909	2386.8643	2285.3977	2286.055	2210.8035	3648.6384	3571.7192	3968.5183	4313.961	4063.7683	4017.9602
854950	4672.794	4666.4126	3516.9988	3382.7292	4842.995	4771.5415	1664.3296	1655.7853	1738.5361	1815.5941	1855.7618	1826.5397
854773	2194.2778	2185.6482	1922.8019	1977.4745	1935.4373	2031.7998	1668.8888	1578.3928	1707.9619	1655.2194	1694.7351	1891.0248
853598	910.1458	944.5873	957.2501	898.55884	1053.6135	1044.5895	974.98254	986.4189	924.60724	976.5278	961.22034	943.1601
851936	1529.3779	1547.9851	1081.5466	1084.2938	1146.316	1093.7004	783.3043	776.8611	814.35187	829.21344	761.4016	676.3884
855997	1482.1252	1520.3784	1393.5074	1520.8569	1237.7622	1275.7761	1458.8131	1511.225	1534.8652	1417.5864	1441.071	1491.2474
853758	3227.232	3155.6194	3333.0046	3162.042	4321.587	4322.6753	3802.282	3579.7021	4322.667	4518.251	4678.1895	4907.5747
854841	456.41418	391.91708	520.3578	462.15024	608.52814	614.4261	450.14963	413.29962	362.77286	392.623	450.99313	451.57758
852767	1176.8961	1157.5096	1572.4387	1450.9309	1248.2972	1256.9982	2114.461	2140.1865	1918.9283	1913.6879	2161.0068	2248.562
854956	593.14276	622.3378	584.6016	582.5955	679.02246	696.4594	725.35547	741.93665	776.6651	763.95386	854.60345	804.5475
856640	13.374944	13.320656	11.940533	12.18013	10.949459	11.774946	13.396137	10.573411	10.415343	12.0812435	11.522981	12.607871
852789	1067.7578	1053.8607	1093.6805	1104.8579	1167.2787	1086.0319	1316.8774	1370.9222	1400.2175	1488.1646	1412.1877	1432.253
850951	14451.84	14958.275	14944.559	14922.228	15423.244	15632.246	16403.465	17010.705	15773.523	15763.328	17029.078	16848.639
851027	577.5958	608.2984	611.855	606.2222	556.87616	547.06226	518.98346	500.15027	486.5324	490.40915	588.8463	569.9342
856470	2459.2446	2566.2173	2735.3086	2783.7754	2774.875	2767.3906	3030.669	3262.2666	2360.5552	2558.7468	3250.1929	3186.429
851039	690.7928	578.6257	746.55835	719.6225	841.64655	915.0732	704.2737	679.7439	625.02094	603.5116	669.835	701.81976
852810	5236.496	5846.17	4443.2583	4807.571	3796.6077	3790.8696	3491.3337	3616.804	3794.559	3615.6382	3248.501	3493.7185
852311	3674.3384	3647.5876	3538.7734	3413.366	3897.677	3824.5098	3265.32	3411.2183	3165.6296	3127.5198	3465.1685	3527.708
856673	1317.8726	1292.9718	1360.8687	1355.1986	1497.1641	1554.0408	1101.9379	1104.3207	1173.5337	1227.0493	1288.049	1272.704
855242	10554.232	10037.245	10756.147	10731.393	10272.597	10689.759	12602.006	12370.796	10717.882	11010.738	11234.911	11617.752
851781	1561.5253	1644.7662	1389.7489	1345.381	1536.1349	1590.9089	1428.1339	1408.9888	1346.9318	1467.0515	1348.3622	1476.5864
853042	1129.3225	1149.4568	1080.9048	1071.2798	1163.8184	1161.475	1013.59186	1049.678	1101.8601	1116.1484	1195.8331	1187.8126
855504	2030.1884	2169.3818	2550.376	2323.0076	2573.7515	2621.2424	2184.348	2078.206	2023.7319	2135.0686	1965.1643	2074.4714
853738	923.19354	968.4078	979.96045	936.2091	1057.5637	1035.6606	935.62	930.4981	866.6681	950.8289	925.88806	936.7825
853088	482.3219	478.08765	360.09326	324.63718	351.74164	327.2651	718.7679	792.4636	341.29135	375.55353	412.14124	433.17496
850323	1870.4469	1649.8059	1794.7062	1721.2576	2180.3435	2085.9998	1565.8021	1470.3557	1353.9069	1384.6332	1542.9224	1473.0828
854139	2618.981	2607.1316	2758.7922	2643.6042	2937.6128	3001.6345	2350.3792	2293.474	2275.4275	2311.1655	2560.4958	2625.8235
850391	850.09406	836.06104	963.2984	889.7888	885.77905	864.3635	1001.8037	951.44574	901.44147	965.05096	998.77966	1135.3536
852433	678.38715	635.7403	737.99506	704.2099	673.61847	623.3916	939.247	942.97253	974.2455	954.3774	933.46765	920.90375
854326	1649.4205	1645.4479	1706.4235	1677.6798	1712.8228	1721.7854	1772.5603	1755.2599	2141.4187	2142.9211	1791.0609	1720.236
852755	1809.7882	1756.9036	1940.6687	1987.3195	2616.4373	2641.5579	1753.3651	1733.9115	1924.9467	1954.8994	2457.0342	2450.587
854432	2320.541	2332.6	1705.9922	1675.5676	1242.9623	1257.3596	1648.826	1588.2515	1721.7845	1795.1907	1450.278	1420.3173
853832	1575.5535	1474.6205	1569.0474	1434.1611	1960.7482	1871.6586	1148.9998	1124.8789	1105.9712	1240.8162	1263.3695	1357.0286
853690	4814.4897	4945.867	5484.4575	5282.6826	5633.714	5741.2744	3805.6304	3817.495	3657.843	3617.1282	3816.8105	3892.9778
853737	5153.208	5161.5547	5451.397	4914.4595	5230.372	5348.88	4267.713	4140.5454	3747.1191	3827.1294	3783.8518	4091.5142
851015	2360.4258	2269.2102	1742.3246	1636.0875	1572.693	1607.4293	1406.2529	1380.2784	1484.4728	1516.7687	1396.4681	1472.1292
854529	813.2971	803.52075	740.3234	730.16205	889.9976	920.4902	393.96802	381.85016	398.51733	420.62326	369.69302	336.3526
854090	4795.7197	4489.7983	4581.6973	4530.375	4345.126	4314.4297	4113.2866	3989.069	4774.9736	4904.646	4458.633	4303.6465
852063	4563.77	4566.5605	4560.4805	4529.4033	4525.8193	4578.9062	4326.407	4333.89	4349.6704	4278.716	4566.234	4518.3325
851950	1308.044	1250.7699	1461.0972	1373.6633	1550.5774	1569.3302	1374.4541	1406.6835	1327.3926	1346.8348	1623.7975	1486.5312
850574	1628.1594	1596.5325	1622.7463	1454.6704	1641.2783	1672.5566	1414.6814	1545.4803	1384.8326	1468.6361	1500.2642	1450.3568
853834	1203.1714	1121.3208	1224.0713	1141.4976	1122.5941	1013.4077	1360.4015	1313.3971	1195.6598	1301.1879	1349.0658	1375.5413
850346	4033.1013	4092.2478	4010.9502	4129.9014	4451.261	4235.2725	4202.4736	4067.6494	3941.1213	3852.624	4147.928	3977.6006
851882	2878.6301	2927.5332	2085.925	2188.7144	2109.6692	2236.0928	1901.4991	1816.7701	1918.4435	1811.7742	1529.3203	1489.4758
851454	858.9204	873.7779	856.8211	837.92804	723.0228	706.20264	877.181	832.38226	942.9222	973.405	909.7193	830.57196
853133	3123.2485	3302.5476	3241.0806	3140.2666	3553.5796	3584.0815	2902.2493	2825.9731	2852.748	3006.172	2950.2734	3034.1624
852924	995.4239	911.32574	976.5813	919.0657	751.68066	772.7199	1464.7308	1424.0294	1596.6193	1607.2568	1455.6904	1377.5248
851687	252.54718	219.75813	286.45605	237.44283	263.75983	266.5609	315.45135	308.79584	293.79614	308.94046	327.57736	339.38013
852554	10828.192	11016.295	11087.883	11141.89	8220.279	8307.419	10882.294	11040.106	10582.766	10654.036	9971.337	9950.182
851554	7041.646	7174.5405	5608.5186	5544.695	4820.991	4666.404	5814.3716	5784.318	6237.773	6687.3115	5698.552	5672.2603
851416	216.28612	189.36696	262.37296	224.39401	233.44748	231.49387	314.63535	290.03012	227.0954	265.9477	226.51573	249.84831
854187	1118.6415	1133.0664	1026.7719	955.3905	934.0046	893.3825	1151.4426	1199.539	1304.2355	1301.8905	1135.0457	1199.6688
856039	1566.2822	1543.7281	1528.8267	1454.1724	1959.0547	1911.037	1505.2126	1473.5338	1318.2993	1345.6241	1377.9216	1467.6323
856560	766.8733	699.5244	852.65247	725.8125	866.29456	826.308	958.2489	875.32	872.5205	888.9398	837.5062	881.6444
851518	2983.3755	2959.8452	2502.1016	2436.6907	2327.6912	2375.254	2327.0652	2292.0713	2242.014	2240.723	2318.163	2288.4436
853923	863.4461	883.47046	858.2408	819.5407	679.6337	746.5576	1101.9584	1111.7175	1487.414	1537.5177	1309.6217	1468.5038
856758	3108.7766	3093.1501	3623.3772	3619.73	3883.1814	3971.9487	4293.2017	4449.899	3824.9255	3887.094	4427.1343	4601.5337
850793	2212.397	2159.2185	2146.821	2115.1062	1985.2462	1936.4471	2140.649	2099.333	2079.2925	2131.921	2247.713	2347.9282
853917	2523.7168	2377.18	2998.4443	3074.393	3621.0352	3523.5857	3140.1528	3060.1533	2645.7456	2680.6384	3346.9434	3463.2358
856312	1071.6649	1007.9158	1140.2256	1195.23	985.8151	1102.9703	1456.3972	1459.4407	1335.1072	1305.5035	1170.7068	1209.9454
854533	17.308954	17.844738	14.792001	17.720573	16.930042	16.44065	14.539172	17.037622	15.889157	16.092314	16.549288	13.568888
856050	2420.0857	2273.7507	2534.915	2514.1978	3467.479	3413.61	3171.6128	3282.408	3255.3455	3084.2603	3499.701	3220.6184
854342	1038.405	990.18994	1199.8862	1032.7023	1277.7986	1332.5637	1272.4752	1244.5742	1141.0475	1177.1295	1300.7208	1277.0634
852440	13599.002	15088.036	13221.571	13744.143	12777.614	12561.474	13444.223	14134.186	13528.194	13688.1045	14051.503	13061.717
851565	17202.492	18077.83	16422.656	17177.13	15336.881	15622.962	15332.45	15722.236	16605.104	15990.734	15103.253	14710.815
852154	665.2761	634.97406	744.3108	662.3852	588.9679	573.654	1041.5769	1029.5198	951.008	1000.6865	914.6195	883.8362
852872	8872.04	8878.439	9026.652	9223.686	8897.63	8805.869	9427.7705	10151.861	8828.725	8859.29	9456.64	9067.03
852144	5712.623	5769.5527	6232.172	5989.17	5523.094	5481.6025	7834.508	7780.971	8400.472	8202.69	8217.176	8411.976
851810	20450.92	20751.947	21850.678	22506.012	20943.248	20961.352	18785.908	20278.305	18664.582	18397.484	19702.752	18976.162
856915	4277.0107	4563.265	4597.555	4496.9116	3812.965	3766.5881	5211.198	5203.471	5055.421	5284.487	4909.686	5220.9634
851948	2671.9656	2682.8545	3105.8132	2946.455	3470.9695	3435.6719	2625.4944	2541.7646	2699.4172	2576.8572	2728.2302	2688.9443
854420	3327.0024	3342.127	4111.7334	4066.5518	3755.0178	3954.9055	4700.375	4855.7314	4445.174	4341.8457	4660.3687	4428.093
850919	2651.7058	2623.0378	2913.2903	2668.2173	2186.1985	2182.6592	3828.1587	3615.7659	3553.3862	3552.2344	3878.9248	4297.6177
853199	15566.254	16150.662	16953.55	17100.621	15894.342	16338.922	18726.826	19389.373	19707.713	19259.98	18818.703	18563.752
855282	6450.092	6567.925	6574.543	6669.16	6925.761	6739.619	6646.6387	6657.163	5725.8984	5591.285	6209.0947	5982.708
850822	1119.9304	1051.0188	1097.8805	1011.5499	1410.8921	1405.47	1134.3931	1100.0364	869.8714	920.39056	1095.5717	1097.5643
854900	3909.5452	3570.5613	3865.8884	4002.517	4236.2583	4095.7812	2852.8499	2939.2493	2610.0845	2657.673	3138.9043	3054.6514
855093	5637.261	5571.8984	5494.6353	5705.5283	5730.542	5739.8237	4522.234	4625.526	4618.037	4190.1636	4414.8066	4494.485
856208	389.23224	370.5921	422.17773	379.65082	513.6778	491.71667	534.20154	516.8675	478.75928	572.3805	606.4836	605.33887
856723	1500.2642	1405.09	1887.1838	1922.5928	1435.8402	1486.2378	3260.27	3316.365	2831.0134	2836.7239	3285.123	3295.0098
850298	2939.4104	2944.3328	3056.9624	3033.2886	2313.5361	2243.185	3846.8748	3698.6848	3175.6108	3118.0762	3564.2708	3753.063
854362	209.9432	194.50256	169.65228	155.22136	142.86911	147.46387	170.2272	160.19322	167.13408	180.45721	135.78752	155.43942
856607	2478.0388	2475.7192	2679.2378	2689.7678	3522.2554	3554.8574	3697.4856	3615.1108	3626.8413	3659.4238	4419.6553	4191.151
854431	3327.4277	3786.642	3004.55	3216.2754	2607.9287	2688.5571	2581.6401	2557.5037	2802.8276	2753.3857	2336.0884	2663.4707
851821	3677.2515	3599.4683	3154.8792	3229.3254	2785.4817	2947.093	2496.885	2677.7422	2460.4868	2569.635	2367.8728	2339.7483
852612	3190.7896	3163.176	3119.6465	3165.3398	3307.4265	3303.9148	3344.8948	3472.3435	3462.1724	3379.018	3418.2817	3606.337
853076	452.01663	464.21707	534.36456	525.8172	518.13385	518.80585	538.225	564.31055	550.7864	615.3109	607.71796	630.12494
851514	5493.938	5394.205	6360.3047	6187.1294	6148.7188	6530.0894	6974.671	6752.7373	7499.0176	7557.127	6894.1763	6998.3105
854011	23882.566	23573.012	22844.695	23500.6	23308.512	22846.309	15908.096	16126.561	15954.526	16394.582	15252.66	15356.2
852147	149.35196	144.58125	188.7714	135.43361	184.16098	198.19829	150.78865	131.95961	123.142136	134.93733	155.17659	129.7929
851956	1628.1284	1654.0571	1629.3889	1647.7296	1904.8569	1833.4236	1189.0083	1241.5536	1136.4564	1206.1637	1234.269	1210.0763
855053	1053.4055	1051.8335	1190.1434	1126.4194	1355.6873	1463.0974	940.9056	985.9045	900.4689	907.7581	985.7625	1031.1606
852418	10284.986	10601.059	11046.657	11112.453	10435.63	10452.542	10793.952	11709.888	11000.642	10942.194	11459.319	10948.103
856583	683.657	686.83856	661.89075	616.07574	630.27277	610.76624	551.1434	542.7185	576.7853	576.77484	489.34232	486.52383
856485	1288.8833	1315.6448	1706.3925	1680.0663	1060.6327	1009.04004	2076.637	2052.2651	2018.2775	2024.6797	2314.078	2161.9395
853127	53.55641	86.278755	80.64121	68.83185	72.86209	69.41644	219.67097	189.60205	309.08487	340.57944	241.32396	211.61584
856543	1299.5039	1398.7067	872.8825	792.9909	1102.2552	1126.3785	2841.527	2871.8052	3100.785	2977.4775	2554.2363	2536.6465
856459	406.03088	418.55408	533.2505	495.34927	534.92267	522.742	635.6145	568.10114	529.52094	549.52924	645.3885	659.20435
854023	2816.7832	2810.0486	3244.699	3092.3716	3077.7698	3045.1025	2837.7441	2852.899	2502.7292	2573.614	2874.0764	2980.5288
852231	180.87994	204.37389	135.89018	122.93843	137.75162	119.45781	196.59647	184.79523	260.48154	270.68906	257.3507	241.84142
850933	3035.0393	2972.3396	3187.1797	3255.9292	3453.8982	3519.6562	2595.3853	2472.1165	2416.2576	2729.508	2631.8806	2673.4568
854212	1283.8602	1208.3575	1426.7474	1379.3357	1620.9088	1536.7708	1390.5013	1353.566	1161.6622	1225.8352	1490.8444	1420.6505
851976	2168.3704	2309.5042	2076.1162	2026.4318	2050.532	1982	1811.7119	1730.204	1688.9509	1638.0039	1706.3942	1757.253
856222	4161.983	4367.7896	3024.8418	3172.4146	2733.637	2767.293	2516.64	2695.3887	3203.6782	3327.1865	2605.1135	2665.6257
853872	3106.2043	3089.8127	3541.0017	3140.039	2953.994	2988.749	2911.8735	2854.1345	2875.5269	2932.8064	2556.0762	2599.1204
854535	1438.8662	1381.521	1439.799	1377.5498	1238.8752	1170.728	1536.1635	1564.3945	1518.3534	1704.7976	1516.7969	1568.1161
850980	3459.3735	3593.3804	2826.9368	2641.6523	2493.2004	2581.1282	2632.3525	2519.178	2878.0137	2864.629	2537.5588	2449.6162
850911	3550.7	3514.9065	3158.6304	3195.851	3072.0718	3025.119	7016.22	6623.719	5622.979	5970.556	5636.455	5670.6377
852448	6693.698	6594.348	7024.435	6729.446	6915.07	6644.731	7061.9487	6843.0244	7227.419	7225.7305	7000.58	6415.369
854078	10454.417	10695.316	11019.048	10832.851	8334.67	7981.2163	11585.566	11014.089	11571.609	11249.267	11324.011	11115.05
852069	1178.6123	1300.3927	1185.5046	1189.3514	1173.5337	1184.0979	1123.766	1107.1458	1134.3319	1168.8961	1104.2806	1153.1019
856088	4666.328	4587.7227	4918.614	4738.596	4883.335	4954.4165	4026.5757	4074.9722	4050.5588	4189.185	4259.1177	4345.8306
856262	3350.862	3285.7153	3203.8523	2969.8757	3015.8723	3064.1191	2802.6765	2699.6619	2959.9526	3046.9092	2781.073	3087.8687
852113	13932.65	14007.07	15454.605	16093.206	16076.991	16072.377	10991.528	11567.88	12861.58	12761.296	12950.754	13046.192
851536	2666.4902	2657.3386	2118.726	2067.3535	2369.4937	2376.3254	1916.3049	1875.908	1978.3987	2048.3174	1857.2986	1852.5577
856460	10610.597	10389.167	10124.123	9419.619	9240.316	9202.817	9350.041	8763.194	8929.388	9649.5205	8866.297	9086.628
850645	3105.366	2962.8813	2824.8052	2679.8154	2740.4836	2645.699	2578.943	2468.645	2743.2961	2759.4895	2574.9595	2592.721
851633	3563.3123	3346.9434	3548.405	3304.986	3123.8623	3098.8901	3187.5232	3266.6687	3256.9883	3424.5627	3090.5378	2972.9277
854571	215.7689	236.38971	264.197	291.94644	271.81186	292.12512	259.8589	262.203	215.87769	222.15189	267.06497	261.8304
856876	7357.9863	7462.27	7745.205	7193.546	7832.386	7310.473	7718.2104	7171.8315	7018.362	7340.0024	7454.7515	7213.248
